"ID","PredictedQuality","RoundedQuality"
5464,5.98946724876052,6
5465,5.40255697005773,5
5466,4.87426589652017,5
5467,6.00028658908451,6
5468,5.25530145814118,5
5469,6.04432006778893,6
5470,6.66024702322578,7
5471,6.44247500835467,6
5472,6.39849320452145,6
5473,6.22522920725297,6
5474,6.14192862254134,6
5475,6.44036728544855,6
5476,5.07547118220189,5
5477,6.53527797944864,7
5478,5.34573817384,5
5479,5.93972827731367,6
5480,5.93136800588149,6
5481,6.03979558845987,6
5482,5.13511968896331,5
5483,6.2361560303131,6
5484,6.23532626688189,6
5485,5.15825462736202,5
5486,4.96563467394916,5
5487,5.13586785364531,5
5488,5.58896524318403,6
5489,5.86057404857785,6
5490,5.41605670726531,5
5491,5.91224846687093,6
5492,5.36909293451551,5
5493,5.38355429664606,5
5494,6.76698716257692,7
5495,6.36045501923203,6
5496,5.58397299739831,6
5497,5.83751585580809,6
5498,5.1967175421508,5
5499,6.48245877782915,6
5500,5.25369709157556,5
5501,6.06645897558633,6
5502,5.38479259783247,5
5503,5.90614247426406,6
5504,5.62393052155495,6
5505,5.06802098685906,5
5506,5.23240965132092,5
5507,5.23421064243094,5
5508,5.97733680350183,6
5509,6.32671348632715,6
5510,6.226294560087,6
5511,6.65473825414433,7
5512,5.56422179469041,6
5513,6.51974267906245,7
5514,6.07413567849052,6
5515,6.25559991440651,6
5516,6.24583139770843,6
5517,6.350290532651,6
5518,6.39468556544752,6
5519,4.47075064952978,4
5520,5.568112832444,6
5521,5.48551358990479,5
5522,5.1665991508948,5
5523,6.58358566382998,7
5524,5.32351323750736,5
5525,4.7504546086874,5
5526,5.69974293420407,6
5527,6.48918837329886,6
5528,5.85534133206926,6
5529,6.69501454039177,7
5530,5.83843524472359,6
5531,5.0150712524993,5
5532,5.9981727906414,6
5533,5.02563035465037,5
5534,5.65676621871128,6
5535,6.46071446097174,6
5536,5.01161414235441,5
5537,5.1469477631937,5
5538,5.94470905447634,6
5539,6.56852062735527,7
5540,6.27705473877858,6
5541,6.46446955126836,6
5542,6.73080957635722,7
5543,5.84455005379061,6
5544,6.31660093049678,6
5545,6.36493913800347,6
5546,5.93136800588149,6
5547,5.47496509588496,5
5548,6.10282603765183,6
5549,4.98337638664205,5
5550,5.79980058084985,6
5551,6.47962105568006,6
5552,5.32630291833185,5
5553,6.44099114307166,6
5554,6.2572435562714,6
5555,5.34609540712513,5
5556,4.95262487518121,5
5557,5.17870219501833,5
5558,6.25916201592211,6
5559,6.01651027844724,6
5560,5.93647209027261,6
5561,4.76926130446594,5
5562,4.72320309761113,5
5563,4.85539761980015,5
5564,5.41606696890058,5
5565,5.17677234462096,5
5566,4.74748592591528,5
5567,6.67507301999347,7
5568,5.70668429684244,6
5569,6.29282232460296,6
5570,6.40642232127889,6
5571,6.31035734479101,6
5572,6.45019859682086,6
5573,6.25658589302021,6
5574,5.41980987019441,5
5575,5.35429116008921,5
5576,6.25049247908224,6
5577,5.8818419777387,6
5578,6.05101741862828,6
5579,5.96536785838288,6
5580,5.98785840339062,6
5581,5.23067290152857,5
5582,5.55723728624038,6
5583,6.2691712867875,6
5584,5.43232602943034,5
5585,5.74702272244134,6
5586,5.74181164758165,6
5587,5.06045634728646,5
5588,5.72349544899823,6
5589,6.30868338333836,6
5590,6.46159772300846,6
5591,5.06480680079893,5
5592,4.81358645517506,5
5593,5.83947917062316,6
5594,5.00617336600697,5
5595,6.2290396357851,6
5596,6.49568268623311,6
5597,4.9448718459817,5
5598,5.37254199169963,5
5599,5.58932969731741,6
5600,5.39207334475031,5
5601,4.96149010690087,5
5602,5.20761509372747,5
5603,6.00203034551714,6
5604,6.61745592316327,7
5605,6.38848962366576,6
5606,6.18129791516309,6
5607,5.27198112631909,5
5608,6.36506009340498,6
5609,5.27641006899973,5
5610,5.16684420002728,5
5611,5.85631297310119,6
5612,5.05283412908309,5
5613,5.51353969731513,6
5614,5.05829399972785,5
5615,5.07352970048326,5
5616,5.29193018195561,5
5617,6.34100002933884,6
5618,6.65325258937639,7
5619,5.2882090799089,5
5620,6.01292375415343,6
5621,4.88061108966699,5
5622,6.41076141924958,6
5623,5.88637972930875,6
5624,4.92497032549427,5
5625,6.34045208025711,6
5626,5.42123788774605,5
5627,5.61396567822816,6
5628,5.60464558985668,6
5629,5.87931050939092,6
5630,6.77948887297868,7
5631,6.69174463435729,7
5632,5.73004191021348,6
5633,5.57280015170685,6
5634,5.73168958423369,6
5635,6.62415230483044,7
5636,5.57971847897574,6
5637,4.89072916481955,5
5638,5.70603566903677,6
5639,5.9308933617767,6
5640,6.32649753315161,6
5641,6.13326786527889,6
5642,6.4940039384186,6
5643,5.57719953676317,6
5644,6.32469943758651,6
5645,5.4771095345427,5
5646,5.97342339801078,6
5647,5.99164412276292,6
5648,5.80642905200592,6
5649,6.41602282172436,6
5650,6.94398056351938,7
5651,6.15982902900521,6
5652,5.99075315781171,6
5653,5.42161180673866,5
5654,6.02378893690894,6
5655,5.92465890805989,6
5656,5.52487584269668,6
5657,5.59821348813525,6
5658,5.88111874218791,6
5659,6.04983674501151,6
5660,5.92555732688535,6
5661,6.02630507618512,6
5662,6.48217986729997,6
5663,5.38512002181368,5
5664,5.11039449381864,5
5665,4.88630274336337,5
5666,5.10460108447416,5
5667,5.64269007011409,6
5668,5.065656135171,5
5669,6.36601466063501,6
5670,4.92396967817262,5
5671,5.2856435921187,5
5672,6.40627998109038,6
5673,6.9155104517655,7
5674,6.41270590267679,6
5675,6.34134679161129,6
5676,5.88402236295371,6
5677,6.65964997312489,7
5678,6.85683037884933,7
5679,5.86595647189247,6
5680,5.96801014059744,6
5681,5.82139002289045,6
5682,6.04700870886448,6
5683,4.72651774961939,5
5684,5.75920280980796,6
5685,6.02693465672628,6
5686,4.99937464708043,5
5687,5.15376174667691,5
5688,5.50212008664131,6
5689,5.55723728624038,6
5690,6.26079790227769,6
5691,6.00756777465868,6
5692,6.3134365126075,6
5693,5.38805190059903,5
5694,5.87826863461371,6
5695,5.73558220005542,6
5696,6.36363729088336,6
5697,6.58687876166953,7
5698,5.54765801857398,6
5699,6.77753100928458,7
5700,6.17617193562046,6
5701,6.09766348894791,6
5702,5.26830050480794,5
5703,5.25649062162854,5
5704,5.56516722916642,6
5705,5.85801023886401,6
5706,5.972957172073,6
5707,6.26137392714799,6
5708,5.00408383847624,5
5709,5.79020100954438,6
5710,6.56885047165213,7
5711,5.37348094693138,5
5712,6.21596582023816,6
5713,5.46178925206586,5
5714,5.31713742486471,5
5715,5.00759213881445,5
5716,6.81939767294255,7
5717,6.23566097359336,6
5718,5.00203810926034,5
5719,5.80932142293904,6
5720,6.20999514356195,6
5721,5.98934860647292,6
5722,6.55033913943329,7
5723,6.26787891334749,6
5724,5.11991346404783,5
5725,6.3992873326313,6
5726,5.45562596095889,5
5727,6.17512655305532,6
5728,5.78344397529919,6
5729,6.16185251930694,6
5730,6.67469009760836,7
5731,6.60103094221441,7
5732,6.13273112261443,6
5733,4.99567953724225,5
5734,5.79815287410071,6
5735,6.07801642245578,6
5736,5.14595851602514,5
5737,4.9721901260469,5
5738,4.89116225881003,5
5739,5.82592452107157,6
5740,5.79021165309221,6
5741,6.18921783414425,6
5742,5.43015953297815,5
5743,6.11678179537051,6
5744,4.86096065620236,5
5745,5.82592452107157,6
5746,6.22151040669343,6
5747,5.84558864636248,6
5748,6.31061253094762,6
5749,5.75569222093097,6
5750,6.21963381614427,6
5751,6.12015367844995,6
5752,5.41329087766107,5
5753,5.21636345393073,5
5754,6.20089013370733,6
5755,5.04054976907494,5
5756,5.92763167275041,6
5757,5.19535379346216,5
5758,5.49005585359895,5
5759,6.27197372969913,6
5760,6.41058714100838,6
5761,5.63527445944135,6
5762,6.61826275956636,7
5763,6.59034142035269,7
5764,5.67632655743711,6
5765,5.0633415998411,5
5766,6.02811203583664,6
5767,5.92142285074442,6
5768,4.51992354860263,5
5769,5.89110570092182,6
5770,4.98339832397228,5
5771,6.22539308339979,6
5772,6.77173219840297,7
5773,6.10043809555885,6
5774,6.06866176600306,6
5775,5.91988316316923,6
5776,6.22052131759519,6
5777,5.42958467209858,5
5778,5.72114362597391,6
5779,5.55680233981237,6
5780,6.23925434285297,6
5781,5.90602016161841,6
5782,6.68191929786134,7
5783,6.22907337908401,6
5784,6.46092955031561,6
5785,5.46446556526592,5
5786,6.58924891126693,7
5787,6.05034290495605,6
5788,5.7081512933634,6
5789,5.77862794664703,6
5790,5.53529785406146,6
5791,5.55820970747663,6
5792,5.80961382624486,6
5793,5.80060730527377,6
5794,6.16788657898989,6
5795,4.8807326762535,5
5796,5.07519458629612,5
5797,6.03530033756976,6
5798,6.05420488685228,6
5799,5.57497890261264,6
5800,5.19241815947259,5
5801,6.59475705190392,7
5802,5.7764664827101,6
5803,6.70234722096639,7
5804,5.2833571076038,5
5805,6.28663780312454,6
5806,6.05343522391713,6
5807,5.7421985780216,6
5808,6.5510136634248,7
5809,5.26163926162259,5
5810,5.99626593588862,6
5811,6.06715506709192,6
5812,6.12359877608008,6
5813,5.38001995370208,5
5814,4.81248628958247,5
5815,6.53208994597261,7
5816,5.1185225026452,5
5817,6.50992693634987,7
5818,6.45534213274253,6
5819,5.74346187657437,6
5820,6.42039304277415,6
5821,6.59408048361392,7
5822,4.79827947203394,5
5823,5.76766598201457,6
5824,5.55235639042387,6
5825,5.36504494747089,5
5826,5.99577662737848,6
5827,6.71181272643651,7
5828,5.03271861261301,5
5829,6.4194182960669,6
5830,5.30845947388888,5
5831,5.21025938486925,5
5832,6.39046589678102,6
5833,5.89604845322944,6
5834,6.28752145703805,6
5835,5.78979735092705,6
5836,6.40621296134303,6
5837,6.31882364614603,6
5838,6.01394937629963,6
5839,5.97772188398672,6
5840,5.81120862569441,6
5841,5.95657288375593,6
5842,6.45063268686389,6
5843,6.44013344289202,6
5844,6.84599558213351,7
5845,6.43659169614405,6
5846,5.23199942202177,5
5847,6.18833928622088,6
5848,5.44108221087567,5
5849,6.43684958570164,6
5850,4.88954225813483,5
5851,5.3614631816411,5
5852,5.69586626972427,6
5853,5.01383660428732,5
5854,5.87444074761636,6
5855,5.93815625261251,6
5856,6.1160420247614,6
5857,3.9919915607579,4
5858,5.70005804436745,6
5859,5.56091249009777,6
5860,5.46166135265186,5
5861,5.26386814060878,5
5862,6.06883417080298,6
5863,5.80772678056391,6
5864,5.33207533577631,5
5865,6.56822958062324,7
5866,6.23470392307344,6
5867,6.15576345902491,6
5868,5.83786853156131,6
5869,4.95325141212762,5
5870,5.9987514792658,6
5871,5.83216285111675,6
5872,4.94783065219946,5
5873,6.22616697958006,6
5874,5.69151831075346,6
5875,6.51057123288316,7
5876,5.57411769350512,6
5877,6.11335117533676,6
5878,6.86338393486538,7
5879,5.09028948881726,5
5880,5.00567969860063,5
5881,6.00316869326701,6
5882,5.81864227008592,6
5883,5.49705282110362,5
5884,5.56030358765051,6
5885,6.44098748217241,6
5886,6.49619434154987,6
5887,5.89501828357024,6
5888,6.38902918687899,6
5889,6.16818825062522,6
5890,6.46850055597643,6
5891,6.11110977636912,6
5892,6.19479910556811,6
5893,6.35930184325606,6
5894,6.2799469891226,6
5895,5.86476357838185,6
5896,5.01241932555434,5
5897,5.85200852469075,6
5898,6.33845221801281,6
5899,6.11201986312296,6
5900,5.80950889345175,6
5901,5.46641090039675,5
5902,5.30444077441452,5
5903,5.76155557125048,6
5904,5.72461463410525,6
5905,5.21090590880201,5
5906,6.16882107533868,6
5907,5.61775780109061,6
5908,6.71142333106804,7
5909,6.01404307338302,6
5910,6.26920235617796,6
5911,6.12080891587632,6
5912,6.699985993017,7
5913,5.62282485048688,6
5914,5.1914009849213,5
5915,6.28853747586422,6
5916,5.90462012531462,6
5917,5.23063705150871,5
5918,6.6435072717371,7
5919,5.16099159392029,5
5920,5.48324290125037,5
5921,5.02040034939643,5
5922,5.10117758948074,5
5923,6.65539208857961,7
5924,6.99893098643643,7
5925,6.431380394596,6
5926,6.52342134246887,7
5927,6.29946543213243,6
5928,6.32868597506203,6
5929,5.01468366092461,5
5930,5.72891622157059,6
5931,4.82151905701167,5
5932,4.89072916481955,5
5933,6.29743653496079,6
5934,5.38960370349606,5
5935,5.3049039800152,5
5936,5.50975493888649,6
5937,6.03946133090513,6
5938,5.72114362597391,6
5939,5.46282654618266,5
5940,5.05829949011041,5
5941,6.28626869688224,6
5942,6.15777304727365,6
5943,5.82651779580208,6
5944,4.93820840152514,5
5945,5.08310299495191,5
5946,5.81041930453435,6
5947,6.15125272976305,6
5948,5.43033818058375,5
5949,6.70801984973758,7
5950,6.52017014216335,7
5951,6.12293360971271,6
5952,6.60344552435904,7
5953,4.81782211854565,5
5954,4.61335995861697,5
5955,5.13213436703621,5
5956,5.7314174314874,6
5957,6.05382310768907,6
5958,5.0249007619957,5
5959,5.87798869670769,6
5960,6.50051396430675,7
5961,6.21070777397231,6
5962,4.98635995804323,5
5963,6.20550268242022,6
5964,5.79997373603416,6
5965,5.62055968552772,6
5966,6.0214734005383,6
5967,5.22353385595187,5
5968,5.10186562535097,5
5969,5.38547614201333,5
5970,6.8827572349757,7
5971,6.20253134459676,6
5972,5.92828750030459,6
5973,5.5621226380585,6
5974,6.79839250823415,7
5975,6.75303625748293,7
5976,6.05380867580035,6
5977,6.03775833969254,6
5978,6.58008560424344,7
5979,5.59373544592505,6
5980,5.67582863841321,6
5981,5.69598722394139,6
5982,5.34230885684517,5
5983,5.12613099068745,5
5984,6.14420269020676,6
5985,6.18047803479767,6
5986,6.68080012841008,7
5987,6.2880123384564,6
5988,5.68607434550038,6
5989,6.51767541998105,7
5990,4.74832342059042,5
5991,5.60608244642291,6
5992,4.95393276176958,5
5993,5.83693157449711,6
5994,6.39229817254344,6
5995,6.3606470146809,6
5996,5.5363694133972,6
5997,5.42331033936648,5
5998,5.80060730527377,6
5999,5.51885830656735,6
6000,5.48257100699533,5
6001,6.58229372134706,7
6002,6.03789597087107,6
6003,5.9566291217421,6
6004,4.93795200482361,5
6005,6.59517268057586,7
6006,6.39455745392067,6
6007,5.17376693156814,5
6008,5.85393632881684,6
6009,6.03290908102517,6
6010,6.10946793076403,6
6011,5.6441608434536,6
6012,6.22535120975041,6
6013,5.81807177276181,6
6014,5.75963793035234,6
6015,5.24640039580124,5
6016,5.46755428796319,5
6017,5.26880112451391,5
6018,6.27902536298,6
6019,5.36242177143108,5
6020,6.13989157476324,6
6021,6.56293064523187,7
6022,5.79628342918205,6
6023,5.89812326025861,6
6024,6.11259543896712,6
6025,5.37923263378477,5
6026,4.89565114807071,5
6027,6.77263910236998,7
6028,5.22799699487951,5
6029,6.25738368507251,6
6030,5.97506096239773,6
6031,5.07493317653234,5
6032,5.36194371506603,5
6033,5.10067397307261,5
6034,5.88798016930445,6
6035,5.86303056922406,6
6036,4.85217533550442,5
6037,5.1745087718196,5
6038,6.15253428841341,6
6039,5.75629604537322,6
6040,5.23557595744517,5
6041,5.39796028881088,5
6042,6.15114193427663,6
6043,5.0146500840446,5
6044,5.97896138433562,6
6045,5.43574849482277,5
6046,6.81377569972882,7
6047,6.08270725938417,6
6048,4.80450494214792,5
6049,6.07643181396039,6
6050,4.97014072560964,5
6051,6.0070967453085,6
6052,6.32520698784331,6
6053,6.50395095231051,7
6054,5.8877153625539,6
6055,6.48087730052027,6
6056,6.21804261210706,6
6057,5.54322173339448,6
6058,5.40510132145397,5
6059,5.66165073109108,6
6060,5.96811871363849,6
6061,4.90269155055178,5
6062,6.55480929341873,7
6063,6.50965434802058,7
6064,5.0604355879248,5
6065,5.26785183876226,5
6066,5.01897953432888,5
6067,5.57340865137967,6
6068,5.74827695023916,6
6069,5.14211074614313,5
6070,5.2113846080531,5
6071,5.71785706440702,6
6072,6.26924600194469,6
6073,6.35911300175038,6
6074,5.62640317565162,6
6075,5.91709060443466,6
6076,5.21138106555838,5
6077,5.67271373830279,6
6078,5.1536434105547,5
6079,5.6748609540921,6
6080,6.21170191707314,6
6081,6.21562734173038,6
6082,6.07661146508229,6
6083,5.59123931136623,6
6084,6.31274580967154,6
6085,5.98785840339062,6
6086,5.21799171189131,5
6087,5.32936550877626,5
6088,6.09965921808269,6
6089,6.22422429026269,6
6090,5.18885900992763,5
6091,5.62025428437571,6
6092,4.90058355323718,5
6093,5.42390544063044,5
6094,5.76759992186981,6
6095,4.98523585877753,5
6096,5.05132493320829,5
6097,6.07351955799309,6
6098,5.43594704506839,5
6099,5.48513301589072,5
6100,5.0604355879248,5
6101,5.4229005898987,5
6102,5.61315120660219,6
6103,6.41991211935179,6
6104,4.82985252846722,5
6105,6.54636685955421,7
6106,6.08406412055996,6
6107,5.07040570591998,5
6108,6.23424054725186,6
6109,6.38816123837546,6
6110,5.59559052012139,6
6111,6.25916201592211,6
6112,5.92783179221296,6
6113,6.25576987496331,6
6114,4.9910635348352,5
6115,5.23323803568522,5
6116,4.99857845746052,5
6117,5.81307690308002,6
6118,6.27974350488057,6
6119,5.94843036236776,6
6120,5.18574555623168,5
6121,4.9854364111697,5
6122,6.08889204151653,6
6123,5.09506293859983,5
6124,5.62298397149434,6
6125,6.0801441053897,6
6126,5.08583899545885,5
6127,6.18293435434017,6
6128,6.0678704138949,6
6129,5.01632311504159,5
6130,6.31148547545018,6
6131,6.26962224609834,6
6132,5.55740584191474,6
6133,5.15520673818013,5
6134,6.4568723238918,6
6135,5.93094256060507,6
6136,6.47335575152018,6
6137,5.93091254768101,6
6138,6.29175245535404,6
6139,6.22997508814094,6
6140,6.11644393220571,6
6141,5.25369709157556,5
6142,5.39550941822157,5
6143,6.30650864818011,6
6144,5.09575426455686,5
6145,5.79961359565386,6
6146,5.80539164220695,6
6147,5.98680363787971,6
6148,6.46159772300846,6
6149,6.0115316674478,6
6150,6.69300047609082,7
6151,5.04411387414353,5
6152,5.94820812663304,6
6153,6.24973634428406,6
6154,5.90373900266285,6
6155,6.0352626668211,6
6156,5.54098476399147,6
6157,6.00000328661119,6
6158,4.98425123774073,5
6159,5.13089057172622,5
6160,6.69194605202617,7
6161,5.23067290152857,5
6162,5.59145280078415,6
6163,6.55002596232148,7
6164,6.28536938588268,6
6165,6.10856258136832,6
6166,6.68899188967188,7
6167,6.06319145621768,6
6168,5.30223287763728,5
6169,6.47472934760583,6
6170,6.42729221746575,6
6171,5.61706013771827,6
6172,6.17943308640937,6
6173,5.25356863589676,5
6174,6.70980127749945,7
6175,5.1621460960543,5
6176,5.60749132456807,6
6177,5.83303520713227,6
6178,6.32635599814719,6
6179,6.10396672383769,6
6180,6.16987839592433,6
6181,5.74992455088663,6
6182,6.16301204628398,6
6183,6.36948403551492,6
6184,6.56568394154887,7
6185,6.02945955144198,6
6186,5.80027657116093,6
6187,5.40672822366177,5
6188,5.8255042024715,6
6189,6.67087852005199,7
6190,6.30126827840874,6
6191,5.98548655337237,6
6192,5.4564565771226,5
6193,6.65113758133201,7
6194,5.27007884956556,5
6195,6.14236546271032,6
6196,5.06855161867222,5
6197,5.12181773214202,5
6198,6.23414897085472,6
6199,6.52219487650782,7
6200,5.71986573705555,6
6201,6.25049247908224,6
6202,5.85722600514642,6
6203,5.71316923062541,6
6204,6.16000432997049,6
6205,6.32671348632715,6
6206,5.9691201160328,6
6207,5.05986304461481,5
6208,6.3444330820826,6
6209,5.0833728326511,5
6210,5.73319473052903,6
6211,6.25226996095931,6
6212,5.29093262109183,5
6213,6.37991819822916,6
6214,5.24681319869307,5
6215,7.00055109697804,7
6216,6.57605929670317,7
6217,6.22616697958006,6
6218,5.04411387414353,5
6219,5.84701030831428,6
6220,5.05109029385753,5
6221,6.37330936770257,6
6222,4.51361235749355,5
6223,5.22324708917518,5
6224,5.20989876012936,5
6225,5.11991346404783,5
6226,5.0997181705609,5
6227,5.53147262374163,6
6228,5.67542524993915,6
6229,6.3295463048874,6
6230,6.01596520032775,6
6231,5.67375450361418,6
6232,5.61808473938681,6
6233,6.17992620789511,6
6234,5.76572186892955,6
6235,6.13862218078239,6
6236,5.41606696890058,5
6237,5.08219141521154,5
6238,5.20042637747897,5
6239,6.38777890836361,6
6240,5.26332387115563,5
6241,5.97591090034877,6
6242,5.60562689569138,6
6243,6.7050520003128,7
6244,5.02809260525112,5
6245,6.9043693479119,7
6246,5.25193762324957,5
6247,5.09597617704673,5
6248,4.84218340922825,5
6249,6.25228946266433,6
6250,6.26948485439111,6
6251,5.86046107098412,6
6252,5.0009962095273,5
6253,5.39966951652158,5
6254,6.27401905650667,6
6255,6.38275151656302,6
6256,4.76589191581028,5
6257,5.83320472131786,6
6258,6.11139973777869,6
6259,5.89875612724162,6
6260,5.99457448498331,6
6261,5.69454135607295,6
6262,5.96256332327966,6
6263,6.24090687570894,6
6264,6.01821344189991,6
6265,6.37009115102091,6
6266,5.15929217479502,5
6267,5.50215386838568,6
6268,5.32646302808877,5
6269,6.27329061647363,6
6270,6.0466991700728,6
6271,4.92391448847165,5
6272,6.38734088756016,6
6273,6.09611571267034,6
6274,5.49705282110362,5
6275,5.04045111771062,5
6276,6.18834885096845,6
6277,6.21865932273354,6
6278,5.9774315248453,6
6279,6.42749510835069,6
6280,6.19043035933859,6
6281,4.98054698705052,5
6282,6.40745194311884,6
6283,4.73097023081848,5
6284,5.18994365465233,5
6285,6.09367506315967,6
6286,5.80586165117664,6
6287,5.66808658982629,6
6288,5.36861334867551,5
6289,6.61655933954182,7
6290,5.75803104047884,6
6291,4.96101767243426,5
6292,6.32837280771078,6
6293,5.62028922419439,6
6294,5.30444077441452,5
6295,5.05784936178602,5
6296,5.08881714469402,5
6297,5.47938223780876,5
6298,5.79148487731465,6
6299,5.06823971846053,5
6300,6.24764540169148,6
6301,6.47183776896309,6
6302,6.52370189056735,7
6303,5.17633676227309,5
6304,4.88203262952131,5
6305,6.23051600611197,6
6306,5.58426870525305,6
6307,6.13034935713748,6
6308,6.05449752537528,6
6309,4.99278806262431,5
6310,5.98934860647292,6
6311,5.84141198618953,6
6312,5.55145168150263,6
6313,6.36360296122181,6
6314,5.44021623438115,5
6315,5.91433578809422,6
6316,6.69735561419213,7
6317,6.21620233133498,6
6318,6.15058179806471,6
6319,5.01125259235897,5
6320,5.34140566816406,5
6321,6.41755461170863,6
6322,6.6359393320199,7
6323,6.1463207149016,6
6324,5.51087668901374,6
6325,6.54901723995757,7
6326,5.0364075218254,5
6327,4.8668646676542,5
6328,5.20312514212681,5
6329,4.92742950952384,5
6330,5.0102326564215,5
6331,5.64808513961451,6
6332,5.50618275131721,6
6333,5.25135772793287,5
6334,4.98886728923616,5
6335,6.10529059860207,6
6336,4.763119806603,5
6337,4.78151412545076,5
6338,5.00567969860063,5
6339,5.03346883327421,5
6340,6.37141517188767,6
6341,6.28884782652401,6
6342,5.23050897357122,5
6343,5.77643372438825,6
6344,5.21737341232214,5
6345,4.82682621878648,5
6346,5.38930950190215,5
6347,5.82325436946139,6
6348,5.14242709526286,5
6349,6.21226996741496,6
6350,6.33798153648236,6
6351,5.76766598201457,6
6352,5.43502664113158,5
6353,5.28687317450381,5
6354,5.36204532941738,5
6355,4.92509549272871,5
6356,5.03277112203371,5
6357,4.9165557800415,5
6358,6.24711429950945,6
6359,5.07275057239604,5
6360,5.83098234225141,6
6361,5.63292654905158,6
6362,5.85317149187282,6
6363,6.30601206119136,6
6364,5.11196171633983,5
6365,5.03417426311392,5
6366,6.44476896277953,6
6367,5.30903076210322,5
6368,6.19043035933859,6
6369,5.35471408180705,5
6370,5.11912898116091,5
6371,6.48328182714443,6
6372,6.46587599481358,6
6373,5.43296897184799,5
6374,4.73811528406807,5
6375,5.97179940234972,6
6376,5.81218645407375,6
6377,6.07988906484522,6
6378,5.22483050165585,5
6379,6.12257906258493,6
6380,5.25356863589676,5
6381,4.7792837440823,5
6382,6.62889549483428,7
6383,6.5020530258223,7
6384,4.9918091532439,5
6385,5.61264145189676,6
6386,4.95577722048146,5
6387,4.97892303855654,5
6388,5.75283857728196,6
6389,6.3435435223839,6
6390,5.66345242770478,6
6391,5.71986573705555,6
6392,5.22654224350967,5
6393,5.05191044534096,5
6394,5.65908304580887,6
6395,6.25296647741777,6
6396,6.33299020589699,6
6397,5.21047583854797,5
6398,5.19480382883567,5
6399,6.07413567849052,6
6400,5.63090371737524,6
6401,5.82431372636217,6
6402,5.80375691284424,6
6403,5.10598667035661,5
6404,5.67028201778968,6
6405,5.71578768437988,6
6406,6.24181610451051,6
6407,6.36596874283232,6
6408,6.08178314005839,6
6409,6.10820311222228,6
6410,6.69735561419213,7
6411,6.24769680855315,6
6412,6.4302620081455,6
6413,5.32630291833185,5
6414,5.71632349241643,6
6415,5.98471616434569,6
6416,5.81218645407375,6
6417,5.76713960050703,6
6418,6.54906846980457,7
6419,5.91953148462362,6
6420,4.89301085586166,5
6421,6.2170173634719,6
6422,5.71827660645238,6
6423,5.18525523016268,5
6424,7.24087990939864,7
6425,6.16958417696749,6
6426,5.91827996260966,6
6427,5.52296957456532,6
6428,5.33859797938213,5
6429,5.79098428291854,6
6430,5.54277808682147,6
6431,4.93423587353445,5
6432,6.55455851772849,7
6433,5.69463132098804,6
6434,5.98726191066581,6
6435,5.18885900992763,5
6436,6.37189374730612,6
6437,6.52753742374244,7
6438,5.90226292729445,6
6439,5.24667865629038,5
6440,6.10876932815458,6
6441,6.27502830828973,6
6442,5.94864045161272,6
6443,4.82505401056044,5
6444,5.12859301008182,5
6445,6.88369922590047,7
6446,5.27569953677562,5
6447,4.67656249884577,5
6448,5.70995032125713,6
6449,5.95828973267917,6
6450,5.32097491890298,5
6451,5.15613311272373,5
6452,5.870302489624,6
6453,6.61706017014273,7
6454,5.80672863629984,6
6455,6.19065214389992,6
6456,6.1834455334109,6
6457,4.84227681040228,5
6458,5.87442269570775,6
6459,5.33720662839697,5
6460,5.36835098559871,5
6461,6.30085248289892,6
6462,5.81866223394025,6
6463,4.62436300270247,5
6464,5.59123931136623,6
6465,6.42075697030194,6
6466,6.36092301130527,6
6467,6.0656765019997,6
6468,6.36801264503925,6
6469,6.45983827295986,6
6470,5.75105586242517,6
6471,5.94646612169905,6
6472,5.62019644182182,6
6473,6.03559364274014,6
6474,6.02392773429824,6
6475,6.41327440141659,6
6476,5.52487584269668,6
6477,5.26197163281786,5
6478,5.08644356355641,5
6479,5.97725672824338,6
6480,5.94046179080713,6
6481,5.83608688637479,6
6482,6.12262388821364,6
6483,6.67456244055441,7
6484,5.01383660428732,5
6485,5.8818419777387,6
6486,5.59964843842924,6
6487,6.53102440619816,7
6488,6.46892454171579,6
6489,6.17453412729609,6
6490,5.91923322228362,6
6491,6.81392622500002,7
6492,5.6973570620932,6
6493,6.01196887696529,6
6494,5.5159659397782,6
6495,6.13138604178,6
6496,6.00163477014534,6
6497,6.48814744909584,6
